strain,nextstrain_besttree,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_415698,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Austria,Switzerland,Switzerland,Switzerland,Switzerland
EPI_ISL_437262,Germany,Germany,Germany,Belgium,Germany,Belgium,Spain,Germany,Brazil,Germany,Germany,Germany,Germany
EPI_ISL_437096,Germany,Germany,Germany,Latvia,Luxembourg,Latvia,Russia,Latvia,Latvia,Germany,Germany,Latvia,Latvia
EPI_ISL_447904,Bangladesh,Belgium,Bangladesh,Bangladesh,CzechRepublic,Bangladesh,Bangladesh,Germany,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_429993,Portugal,Belgium,Italy,Poland,Switzerland,Portugal,Spain,Jordan,Jordan,Switzerland,Vietnam,Jordan,Jordan
EPI_ISL_445251,Hungary,Belgium,Italy,Japan,Vietnam,Japan,Switzerland,Switzerland,Brazil,Switzerland,Japan,Switzerland,Switzerland
EPI_ISL_435411,Japan,Belgium,Japan,Hungary,Japan,Japan,Japan,Japan,Vietnam,Japan,Hungary,Japan,Hungary
EPI_ISL_420416,Belgium,Belgium,Netherlands,Poland,Belgium,Switzerland,Switzerland,Jordan,Vietnam,UnitedKingdom,UnitedKingdom,Poland,Belgium
EPI_ISL_442049,UnitedKingdom,Belgium,Switzerland,Greece,UnitedKingdom,Belgium,Italy,Jordan,UnitedKingdom,UnitedKingdom,UnitedKingdom,Hungary,UnitedKingdom
EPI_ISL_458230,Belgium,Belgium,Italy,Austria,Switzerland,Belgium,Switzerland,Oman,UnitedKingdom,Sweden,UnitedKingdom,Sweden,Sweden
EPI_ISL_447748,Poland,Belgium,Germany,Austria,Colombia,Portugal,Argentina,Russia,Colombia,Italy,UnitedKingdom,Netherlands,Colombia
EPI_ISL_435409,Hungary,Belgium,Italy,Japan,Hungary,Hungary,Japan,Switzerland,UnitedKingdom,UnitedKingdom,Hungary,Hungary,Hungary
EPI_ISL_424661,Belgium,Belgium,Italy,Poland,Luxembourg,Belgium,Switzerland,Germany,Brazil,Italy,Poland,Belgium,Belgium
EPI_ISL_436684,Singapore,UnitedKingdom,Netherlands,SouthAfrica,Italy,Russia,Austria,Greece,Germany,SouthAfrica,Italy,Vietnam,SouthAfrica
EPI_ISL_461967,UnitedKingdom,UnitedKingdom,Italy,USA,Germany,Belgium,Italy,UnitedKingdom,Italy,UnitedKingdom,Switzerland,Bangladesh,UnitedKingdom
EPI_ISL_459973,Vietnam,Japan,UnitedKingdom,Vietnam,Switzerland,Morocco,Morocco,Oman,Japan,CzechRepublic,Italy,Poland,Morocco
EPI_ISL_419309,Japan,Japan,Japan,Japan,Switzerland,Vietnam,Japan,Greece,Greece,Japan,UnitedKingdom,Japan,Japan
EPI_ISL_429999,Poland,Jordan,Jordan,Greece,Japan,Jordan,Jordan,Jordan,Jordan,Jordan,CzechRepublic,Jordan,Jordan
EPI_ISL_421448,Portugal,Jordan,Japan,Portugal,Portugal,Portugal,Italy,Portugal,Portugal,Germany,Portugal,Portugal,Portugal
EPI_ISL_429994,Jordan,Jordan,Portugal,CzechRepublic,Belgium,Italy,Jordan,Jordan,Jordan,Netherlands,Portugal,Jordan,Jordan
EPI_ISL_451541,Australia,Jordan,Australia,Vietnam,Bangladesh,Portugal,Australia,Vietnam,Australia,Poland,Australia,Bangladesh,Bangladesh
EPI_ISL_457979,Vietnam,CzechRepublic,Belgium,Taiwan,Taiwan,Taiwan,Oman,Oman,Jordan,Taiwan,Taiwan,Switzerland,Oman
EPI_ISL_426357,Italy,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic,India,Portugal,Chile,CzechRepublic,CzechRepublic,CzechRepublic,CzechRepublic
EPI_ISL_438967,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_455459,Bangladesh,Japan,Bangladesh,Bangladesh,Chile,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_458784,UnitedKingdom,Poland,UnitedKingdom,Sweden,Bangladesh,Netherlands,UnitedKingdom,Vietnam,Sweden,UnitedKingdom,UnitedKingdom,Belgium,UnitedKingdom
EPI_ISL_451657,Poland,Poland,Poland,Poland,Vietnam,Poland,Poland,Poland,Poland,USA,Poland,Poland,Poland
EPI_ISL_430012,Vietnam,Jordan,Jordan,Poland,Jordan,Portugal,Jordan,Jordan,Jordan,Poland,Jordan,Jordan,Jordan
EPI_ISL_430009,Jordan,Jordan,Jordan,Jordan,Italy,UnitedKingdom,Jordan,Poland,Portugal,Jordan,Vietnam,Jordan,Jordan
EPI_ISL_459984,Jordan,Morocco,Jordan,Morocco,Brazil,Poland,Vietnam,NewZealand,Jordan,Poland,Japan,Belgium,Morocco
EPI_ISL_456402,Chile,Morocco,Portugal,Colombia,Belgium,NewZealand,Poland,NewZealand,Italy,Austria,Germany,NewZealand,NewZealand
EPI_ISL_454218,Portugal,Poland,Portugal,Portugal,Italy,Portugal,Poland,Portugal,Portugal,Germany,Poland,Portugal,Portugal
EPI_ISL_451660,Poland,Poland,Netherlands,Russia,Poland,NewZealand,Portugal,Poland,Poland,Poland,Poland,Netherlands,Poland
EPI_ISL_434572,CzechRepublic,Poland,Jordan,CzechRepublic,CzechRepublic,CzechRepublic,Sweden,Poland,CzechRepublic,CzechRepublic,Jordan,CzechRepublic,CzechRepublic
EPI_ISL_451655,Poland,Poland,Russia,Poland,Poland,Russia,USA,Poland,Jordan,Switzerland,Poland,Jordan,Poland
EPI_ISL_415129,UnitedKingdom,Switzerland,UnitedKingdom,Vietnam,Italy,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,Portugal,UnitedKingdom,UnitedKingdom
EPI_ISL_453984,Italy,Switzerland,Italy,Austria,Austria,Russia,Chile,Oman,Portugal,Italy,Portugal,Portugal,Portugal
EPI_ISL_413023,Switzerland,Switzerland,Italy,Japan,Vietnam,Japan,Switzerland,Switzerland,Brazil,Switzerland,Japan,Switzerland,Switzerland
EPI_ISL_444277,Belgium,Switzerland,Italy,Taiwan,Brazil,Russia,Switzerland,Italy,Italy,Italy,UnitedKingdom,Greece,Taiwan
EPI_ISL_421477,Portugal,Portugal,Portugal,Austria,Portugal,Portugal,Spain,Brazil,Portugal,Italy,Portugal,Portugal,Portugal
EPI_ISL_456238,Vietnam,NewZealand,Russia,Belgium,Greece,Italy,Italy,Germany,Brazil,Austria,UnitedKingdom,Brazil,NewZealand
EPI_ISL_437898,Greece,Greece,Greece,Latvia,Greece,Greece,Greece,Latvia,Latvia,Latvia,Greece,Latvia,Greece
EPI_ISL_456617,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia
EPI_ISL_456619,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia
EPI_ISL_417922,Colombia,Italy,Italy,Italy,Italy,Portugal,Italy,Italy,Italy,Austria,Italy,Portugal,Italy
EPI_ISL_459965,Vietnam,Morocco,Vietnam,Portugal,Austria,Vietnam,UnitedKingdom,Switzerland,Japan,UnitedKingdom,Mexico,Vietnam,Morocco
EPI_ISL_454753,UnitedKingdom,Netherlands,Netherlands,Netherlands,Netherlands,UnitedKingdom,Netherlands,UnitedKingdom,Netherlands,Netherlands,Switzerland,Austria,Netherlands
EPI_ISL_437902,Japan,Greece,Greece,Austria,Bangladesh,Greece,Japan,Greece,Greece,SouthAfrica,Greece,Greece,Greece
EPI_ISL_430004,Jordan,Greece,Jordan,Japan,Jordan,Taiwan,Jordan,Jordan,Jordan,Portugal,Jordan,Jordan,Jordan
EPI_ISL_447638,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Greece
EPI_ISL_419310,Portugal,Greece,Portugal,Portugal,Japan,Jordan,Japan,Japan,Japan,UnitedKingdom,Greece,Japan,Japan
EPI_ISL_454064,Portugal,Japan,Portugal,Hungary,Netherlands,Chile,Portugal,Portugal,Portugal,Portugal,Germany,Portugal,Portugal
EPI_ISL_419304,Japan,Japan,Japan,CzechRepublic,Japan,Germany,Switzerland,Greece,Japan,Portugal,Japan,Japan,Japan
EPI_ISL_430807,Argentina,Hungary,Russia,Sweden,Argentina,Switzerland,Argentina,Austria,Brazil,Germany,UnitedKingdom,Poland,Argentina
EPI_ISL_435419,Japan,Hungary,Japan,Japan,Japan,Japan,Hungary,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_447646,Greece,Greece,Greece,Greece,Germany,Greece,Greece,Greece,Vietnam,Greece,Greece,Greece,Greece
EPI_ISL_447651,Japan,Greece,Greece,UnitedKingdom,Poland,Argentina,Greece,Greece,Poland,Austria,Greece,Greece,Greece
EPI_ISL_419302,Japan,Japan,Japan,Japan,Bangladesh,Japan,Jordan,Vietnam,Greece,Japan,Japan,Japan,Japan
EPI_ISL_453860,Portugal,Japan,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_430003,Portugal,Australia,Netherlands,Switzerland,Japan,Jordan,Greece,Japan,Bangladesh,Portugal,Jordan,Jordan,Jordan
EPI_ISL_427111,Vietnam,Australia,Sweden,UnitedKingdom,Bangladesh,Switzerland,Australia,Sweden,Australia,UnitedKingdom,Sweden,Russia,Australia
EPI_ISL_419305,Greece,Japan,Japan,Japan,Japan,India,Jordan,Japan,Japan,Japan,Japan,Japan,Japan
EPI_ISL_425125,Germany,Japan,Portugal,Germany,Germany,Italy,Germany,Germany,Portugal,Germany,Germany,Portugal,Germany
EPI_ISL_420912,Germany,Portugal,Italy,Germany,Germany,Germany,Germany,Germany,Germany,CzechRepublic,Germany,Germany,Germany
EPI_ISL_454190,Portugal,Portugal,Portugal,Portugal,Germany,Portugal,Portugal,Portugal,Portugal,Portugal,Russia,Portugal,Portugal
EPI_ISL_435427,Poland,Portugal,Singapore,Hungary,Netherlands,Poland,Russia,Germany,Jordan,CzechRepublic,Italy,Hungary,Hungary
EPI_ISL_454182,Portugal,Portugal,Russia,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_447461,Portugal,Colombia,Germany,Morocco,Poland,Luxembourg,Jordan,Colombia,Poland,Poland,Israel,Poland,Israel
EPI_ISL_447802,Colombia,Colombia,Poland,Colombia,Italy,Portugal,Germany,Colombia,Russia,Sweden,Portugal,Portugal,Colombia
EPI_ISL_451659,Poland,Poland,Poland,Poland,Poland,Russia,Poland,Vietnam,Poland,Poland,Vietnam,Poland,Poland
EPI_ISL_447519,Spain,Poland,Portugal,Sweden,Spain,CzechRepublic,SaudiArabia,USA,CzechRepublic,Vietnam,Germany,Vietnam,Spain
EPI_ISL_414012,UnitedKingdom,UnitedKingdom,Norway,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom,UnitedKingdom
EPI_ISL_416142,Italy,UnitedKingdom,Netherlands,Switzerland,CzechRepublic,Austria,Switzerland,Germany,Denmark,Denmark,India,Russia,Denmark
EPI_ISL_419875,Belgium,Australia,Brazil,Bangladesh,Australia,Russia,Bangladesh,CzechRepublic,Australia,Iceland,Bangladesh,Vietnam,Chile
EPI_ISL_447804,Colombia,Luxembourg,Luxembourg,Colombia,Luxembourg,Brazil,Italy,Luxembourg,Luxembourg,Luxembourg,Sweden,UnitedKingdom,Colombia
EPI_ISL_429723,Spain,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Switzerland,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Australia,Luxembourg,Luxembourg
EPI_ISL_454873,Sweden,Italy,Sweden,Sweden,Sweden,Sweden,Switzerland,Bangladesh,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_460081,Italy,Italy,Italy,Italy,Italy,Russia,Italy,Italy,Italy,Italy,Italy,Italy,Italy
EPI_ISL_428864,Russia,Switzerland,Russia,Poland,Russia,Russia,Switzerland,Russia,Switzerland,Russia,Russia,Russia,Russia
EPI_ISL_415459,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
EPI_ISL_454472,Argentina,Sweden,Russia,Sweden,Sweden,Sweden,Sweden,Sweden,Vietnam,Switzerland,Greece,Sweden,Sweden
EPI_ISL_420600,Argentina,Sweden,Portugal,Russia,Netherlands,Sweden,Luxembourg,Germany,Argentina,Switzerland,Russia,Argentina,Argentina
EPI_ISL_416430,Vietnam,UnitedKingdom,Vietnam,Russia,Vietnam,UnitedKingdom,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_417260,Vietnam,UnitedKingdom,UnitedKingdom,UnitedKingdom,Switzerland,UnitedKingdom,UnitedKingdom,Greece,Australia,Vietnam,Austria,UnitedKingdom,UnitedKingdom
EPI_ISL_462390,Singapore,Bangladesh,Russia,Poland,CzechRepublic,Portugal,Poland,Singapore,Taiwan,Vietnam,UnitedKingdom,Singapore,Singapore
EPI_ISL_464161,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_462095,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_460841,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_460834,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Japan,Netherlands,Netherlands,Australia,Switzerland,Netherlands,Netherlands,Netherlands
EPI_ISL_460923,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_430001,Israel,Latvia,Netherlands,Japan,Japan,Japan,Japan,Japan,Jordan,Japan,Japan,Japan,Jordan
EPI_ISL_437093,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Switzerland,Latvia,Latvia,Switzerland,Latvia,Latvia,Latvia
EPI_ISL_437091,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Russia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_437092,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Vietnam,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_435312,Vietnam,Switzerland,Vietnam,Japan,Vietnam,Vietnam,Australia,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam
EPI_ISL_451915,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
EPI_ISL_451894,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Vietnam,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland
EPI_ISL_438123,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria,Austria
EPI_ISL_438122,Austria,Austria,Austria,Austria,Austria,Japan,Austria,Austria,Austria,Austria,Austria,Austria,Austria
EPI_ISL_445353,Belgium,Poland,Russia,Chile,Portugal,Netherlands,Chile,Germany,Chile,Italy,Portugal,Portugal,Chile
EPI_ISL_450338,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Italy,Poland,Poland,Poland
EPI_ISL_450294,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_450295,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_435143,Iceland,Poland,Russia,UnitedArabEmirates,Brazil,Russia,Netherlands,UnitedArabEmirates,Austria,SouthAfrica,UnitedKingdom,Sweden,UnitedArabEmirates
EPI_ISL_455443,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451986,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451982,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451975,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451980,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_451971,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland,Poland
EPI_ISL_424974,Taiwan,Taiwan,Japan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Sweden,Taiwan,Taiwan,Sweden,Taiwan
EPI_ISL_436720,Italy,Taiwan,India,Italy,Italy,UnitedKingdom,Italy,Italy,Italy,Vietnam,Italy,Sweden,Italy
EPI_ISL_422416,Taiwan,Taiwan,Russia,Taiwan,Russia,Taiwan,Taiwan,Taiwan,Portugal,Portugal,Taiwan,Russia,Taiwan
EPI_ISL_422432,Singapore,Taiwan,Russia,SouthAfrica,Bangladesh,Austria,USA,Oman,Colombia,Oman,Sweden,Singapore,Singapore
EPI_ISL_426772,Australia,Latvia,Portugal,Russia,Russia,Latvia,Sweden,Germany,Australia,Russia,Australia,Russia,Australia
EPI_ISL_437094,Latvia,Latvia,Latvia,Latvia,Latvia,Germany,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_450522,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_450521,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_450520,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
EPI_ISL_455639,Belgium,UnitedKingdom,Russia,Poland,Sweden,Russia,Switzerland,Brazil,Brazil,SouthAfrica,SaudiArabia,Russia,SouthAfrica
EPI_ISL_457505,UnitedKingdom,UnitedKingdom,Italy,Jordan,Hungary,Hungary,Switzerland,UnitedKingdom,UnitedKingdom,UnitedKingdom,Japan,Switzerland,UnitedKingdom
EPI_ISL_455442,Poland,Poland,Poland,Japan,Poland,India,India,Portugal,Japan,Russia,Poland,Sweden,Russia
EPI_ISL_435070,India,Poland,Poland,Russia,India,India,India,Germany,Italy,Russia,India,UnitedKingdom,UnitedKingdom
EPI_ISL_455109,Belgium,Latvia,Italy,Sweden,Sweden,Russia,Switzerland,Sweden,Sweden,Sweden,UnitedKingdom,Sweden,Sweden
EPI_ISL_426287,Latvia,Latvia,Latvia,Latvia,Italy,Latvia,Latvia,Latvia,Latvia,Latvia,Vietnam,Latvia,Latvia
EPI_ISL_435132,UnitedKingdom,Bangladesh,Japan,Japan,Japan,Japan,Japan,Japan,Greece,Japan,Japan,Switzerland,UnitedArabEmirates
EPI_ISL_434954,Russia,Bangladesh,UnitedKingdom,Belgium,Bangladesh,Bangladesh,Poland,Italy,Belgium,USA,USA,Poland,USA
EPI_ISL_466694,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Italy,Bangladesh,USA,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_430805,Argentina,Argentina,Italy,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Poland,Argentina,Argentina
EPI_ISL_430797,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Argentina,Germany,Argentina,Argentina
EPI_ISL_458141,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_458147,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Poland,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_458140,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil,Oman,Brazil,Brazil,Brazil,Brazil,Brazil
EPI_ISL_443223,Portugal,India,Singapore,India,Poland,Portugal,Germany,Singapore,Jordan,Japan,Greece,Singapore,Singapore
EPI_ISL_431117,India,India,India,India,India,India,India,Singapore,Germany,Russia,India,Switzerland,India
EPI_ISL_450833,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Russia,Bangladesh,Sweden,Russia,Sweden,Sweden,Sweden
EPI_ISL_437305,Sweden,Sweden,Australia,Portugal,Turkey,Russia,India,Turkey,Portugal,Turkey,Turkey,Turkey,Turkey
EPI_ISL_426286,Greece,Russia,Latvia,Latvia,Netherlands,Latvia,Latvia,Latvia,Latvia,Latvia,Germany,Latvia,Latvia
EPI_ISL_450265,Russia,Russia,Russia,Belgium,Russia,Russia,Austria,Austria,Russia,Russia,Russia,Russia,Russia
EPI_ISL_427333,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Vietnam,Russia,Vietnam,Russia,Russia,Russia
EPI_ISL_427815,Russia,Russia,Russia,Russia,Russia,Russia,Switzerland,Portugal,Russia,Russia,Russia,Russia,Russia
EPI_ISL_430079,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Bangladesh,Russia,Russia,Russia,Russia,Russia
EPI_ISL_427325,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia
EPI_ISL_430076,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia
EPI_ISL_450286,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia
EPI_ISL_466688,Belgium,Bangladesh,Russia,Poland,Bangladesh,Russia,Sweden,Bangladesh,Jordan,Russia,UnitedKingdom,Bangladesh,Bangladesh
EPI_ISL_466649,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_459962,Bangladesh,Bangladesh,Sweden,Japan,Germany,Germany,Germany,Germany,Germany,Sweden,Germany,Sweden,Germany
EPI_ISL_466690,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Sweden,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_466689,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_466691,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_462094,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Sweden,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_450828,Sweden,Bangladesh,Sweden,Sweden,Sweden,Sweden,Sweden,Switzerland,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455106,Sweden,Sweden,Sweden,Sweden,Sweden,Germany,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_445234,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_445238,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Russia,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_435125,Poland,Bangladesh,SouthAfrica,UnitedArabEmirates,Sweden,UnitedArabEmirates,UnitedArabEmirates,Greece,HongKong,Greece,Greece,Sweden,Sweden
EPI_ISL_448458,UnitedKingdom,Bangladesh,Russia,UnitedKingdom,Germany,UnitedKingdom,Australia,Switzerland,Sweden,UnitedKingdom,UnitedKingdom,Bangladesh,UnitedKingdom
EPI_ISL_462096,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_466687,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Brazil,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_437090,HongKong,Russia,Russia,Latvia,Switzerland,Russia,Russia,Russia,Latvia,Russia,Latvia,Latvia,Latvia
EPI_ISL_427338,Greece,Russia,Russia,Russia,CzechRepublic,Russia,Russia,Russia,Russia,Russia,Russia,Sweden,Russia
EPI_ISL_455470,Sweden,Sweden,Sweden,Sweden,Latvia,Luxembourg,Italy,Romania,Romania,Romania,Japan,Latvia,Sweden
EPI_ISL_455111,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Bangladesh,Sweden,Russia,Sweden,Sweden,Sweden
EPI_ISL_437912,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_466627,Latvia,Bangladesh,Sweden,Bangladesh,Bangladesh,Sweden,Bangladesh,Bangladesh,Australia,Russia,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_466693,Belgium,Bangladesh,Italy,Poland,Bangladesh,Russia,Switzerland,Sweden,Brazil,Romania,Russia,Bangladesh,Bangladesh
EPI_ISL_466636,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_465164,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_464165,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
EPI_ISL_426892,Italy,Turkey,CzechRepublic,CzechRepublic,CzechRepublic,Turkey,CzechRepublic,Vietnam,Portugal,Turkey,SaudiArabia,Russia,CzechRepublic
EPI_ISL_437311,SaudiArabia,Turkey,CzechRepublic,CzechRepublic,Poland,Turkey,CzechRepublic,Russia,Vietnam,Turkey,Russia,Turkey,Turkey
EPI_ISL_450829,CzechRepublic,Sweden,SaudiArabia,Sweden,Sweden,Sweden,Sweden,Russia,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_428914,Russia,Sweden,SaudiArabia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Russia,Sweden,Russia
EPI_ISL_464160,Bangladesh,Bangladesh,Bangladesh,Russia,Bangladesh,Netherlands,Russia,Russia,Bangladesh,Russia,Italy,Bangladesh,Bangladesh
EPI_ISL_455110,Sweden,Bangladesh,Sweden,Sweden,Sweden,Sweden,Russia,Sweden,Sweden,Sweden,UnitedKingdom,Sweden,Sweden
